"city-name","month","city-month-url","city-month-file"
"abovyan","august-2025","https://pogoda.mail.ru/prognoz/abovyan/august-2025/","abovyan-august-2025.html"
"alaverdi","august-2025","https://pogoda.mail.ru/prognoz/alaverdi/august-2025/","alaverdi-august-2025.html"
"aparan","august-2025","https://pogoda.mail.ru/prognoz/aparan/august-2025/","aparan-august-2025.html"
"ararat","august-2025","https://pogoda.mail.ru/prognoz/ararat/august-2025/","ararat-august-2025.html"
"armawir","august-2025","https://pogoda.mail.ru/prognoz/armawir/august-2025/","armawir-august-2025.html"
"artashat","august-2025","https://pogoda.mail.ru/prognoz/artashat/august-2025/","artashat-august-2025.html"
"artik","august-2025","https://pogoda.mail.ru/prognoz/artik/august-2025/","artik-august-2025.html"
"astkhadzor","august-2025","https://pogoda.mail.ru/prognoz/astkhadzor/august-2025/","astkhadzor-august-2025.html"
"ashtarak","august-2025","https://pogoda.mail.ru/prognoz/ashtarak/august-2025/","ashtarak-august-2025.html"
"echmiadzin","august-2025","https://pogoda.mail.ru/prognoz/echmiadzin/august-2025/","echmiadzin-august-2025.html"
"vanadzor","august-2025","https://pogoda.mail.ru/prognoz/vanadzor/august-2025/","vanadzor-august-2025.html"
"gavar","august-2025","https://pogoda.mail.ru/prognoz/gavar/august-2025/","gavar-august-2025.html"
"goris","august-2025","https://pogoda.mail.ru/prognoz/goris/august-2025/","goris-august-2025.html"
"gyumri","august-2025","https://pogoda.mail.ru/prognoz/gyumri/august-2025/","gyumri-august-2025.html"
"djermuk","august-2025","https://pogoda.mail.ru/prognoz/djermuk/august-2025/","djermuk-august-2025.html"
"dilizhan","august-2025","https://pogoda.mail.ru/prognoz/dilizhan/august-2025/","dilizhan-august-2025.html"
"erevan","august-2025","https://pogoda.mail.ru/prognoz/erevan/august-2025/","erevan-august-2025.html"
"ehegnadzor","august-2025","https://pogoda.mail.ru/prognoz/ehegnadzor/august-2025/","ehegnadzor-august-2025.html"
"idjevan","august-2025","https://pogoda.mail.ru/prognoz/idjevan/august-2025/","idjevan-august-2025.html"
"kapan","august-2025","https://pogoda.mail.ru/prognoz/kapan/august-2025/","kapan-august-2025.html"
"martuni","august-2025","https://pogoda.mail.ru/prognoz/martuni/august-2025/","martuni-august-2025.html"
"megri","august-2025","https://pogoda.mail.ru/prognoz/megri/august-2025/","megri-august-2025.html"
"hrazdan","august-2025","https://pogoda.mail.ru/prognoz/hrazdan/august-2025/","hrazdan-august-2025.html"
"sevan","august-2025","https://pogoda.mail.ru/prognoz/sevan/august-2025/","sevan-august-2025.html"
"spitak","august-2025","https://pogoda.mail.ru/prognoz/spitak/august-2025/","spitak-august-2025.html"
"stepanovan","august-2025","https://pogoda.mail.ru/prognoz/stepanovan/august-2025/","stepanovan-august-2025.html"
"tashir","august-2025","https://pogoda.mail.ru/prognoz/tashir/august-2025/","tashir-august-2025.html"
"tsahkadzor","august-2025","https://pogoda.mail.ru/prognoz/tsahkadzor/august-2025/","tsahkadzor-august-2025.html"
"abovyan","august-2024","https://pogoda.mail.ru/prognoz/abovyan/august-2024/","abovyan-august-2024.html"
"alaverdi","august-2024","https://pogoda.mail.ru/prognoz/alaverdi/august-2024/","alaverdi-august-2024.html"
"aparan","august-2024","https://pogoda.mail.ru/prognoz/aparan/august-2024/","aparan-august-2024.html"
"ararat","august-2024","https://pogoda.mail.ru/prognoz/ararat/august-2024/","ararat-august-2024.html"
"armawir","august-2024","https://pogoda.mail.ru/prognoz/armawir/august-2024/","armawir-august-2024.html"
"artashat","august-2024","https://pogoda.mail.ru/prognoz/artashat/august-2024/","artashat-august-2024.html"
"artik","august-2024","https://pogoda.mail.ru/prognoz/artik/august-2024/","artik-august-2024.html"
"astkhadzor","august-2024","https://pogoda.mail.ru/prognoz/astkhadzor/august-2024/","astkhadzor-august-2024.html"
"ashtarak","august-2024","https://pogoda.mail.ru/prognoz/ashtarak/august-2024/","ashtarak-august-2024.html"
"echmiadzin","august-2024","https://pogoda.mail.ru/prognoz/echmiadzin/august-2024/","echmiadzin-august-2024.html"
"vanadzor","august-2024","https://pogoda.mail.ru/prognoz/vanadzor/august-2024/","vanadzor-august-2024.html"
"gavar","august-2024","https://pogoda.mail.ru/prognoz/gavar/august-2024/","gavar-august-2024.html"
"goris","august-2024","https://pogoda.mail.ru/prognoz/goris/august-2024/","goris-august-2024.html"
"gyumri","august-2024","https://pogoda.mail.ru/prognoz/gyumri/august-2024/","gyumri-august-2024.html"
"djermuk","august-2024","https://pogoda.mail.ru/prognoz/djermuk/august-2024/","djermuk-august-2024.html"
"dilizhan","august-2024","https://pogoda.mail.ru/prognoz/dilizhan/august-2024/","dilizhan-august-2024.html"
"erevan","august-2024","https://pogoda.mail.ru/prognoz/erevan/august-2024/","erevan-august-2024.html"
"ehegnadzor","august-2024","https://pogoda.mail.ru/prognoz/ehegnadzor/august-2024/","ehegnadzor-august-2024.html"
"idjevan","august-2024","https://pogoda.mail.ru/prognoz/idjevan/august-2024/","idjevan-august-2024.html"
"kapan","august-2024","https://pogoda.mail.ru/prognoz/kapan/august-2024/","kapan-august-2024.html"
"martuni","august-2024","https://pogoda.mail.ru/prognoz/martuni/august-2024/","martuni-august-2024.html"
"megri","august-2024","https://pogoda.mail.ru/prognoz/megri/august-2024/","megri-august-2024.html"
"hrazdan","august-2024","https://pogoda.mail.ru/prognoz/hrazdan/august-2024/","hrazdan-august-2024.html"
"sevan","august-2024","https://pogoda.mail.ru/prognoz/sevan/august-2024/","sevan-august-2024.html"
"spitak","august-2024","https://pogoda.mail.ru/prognoz/spitak/august-2024/","spitak-august-2024.html"
"stepanovan","august-2024","https://pogoda.mail.ru/prognoz/stepanovan/august-2024/","stepanovan-august-2024.html"
"tashir","august-2024","https://pogoda.mail.ru/prognoz/tashir/august-2024/","tashir-august-2024.html"
"tsahkadzor","august-2024","https://pogoda.mail.ru/prognoz/tsahkadzor/august-2024/","tsahkadzor-august-2024.html"
"abovyan","august-2023","https://pogoda.mail.ru/prognoz/abovyan/august-2023/","abovyan-august-2023.html"
"alaverdi","august-2023","https://pogoda.mail.ru/prognoz/alaverdi/august-2023/","alaverdi-august-2023.html"
"aparan","august-2023","https://pogoda.mail.ru/prognoz/aparan/august-2023/","aparan-august-2023.html"
"ararat","august-2023","https://pogoda.mail.ru/prognoz/ararat/august-2023/","ararat-august-2023.html"
"armawir","august-2023","https://pogoda.mail.ru/prognoz/armawir/august-2023/","armawir-august-2023.html"
"artashat","august-2023","https://pogoda.mail.ru/prognoz/artashat/august-2023/","artashat-august-2023.html"
"artik","august-2023","https://pogoda.mail.ru/prognoz/artik/august-2023/","artik-august-2023.html"
"astkhadzor","august-2023","https://pogoda.mail.ru/prognoz/astkhadzor/august-2023/","astkhadzor-august-2023.html"
"ashtarak","august-2023","https://pogoda.mail.ru/prognoz/ashtarak/august-2023/","ashtarak-august-2023.html"
"echmiadzin","august-2023","https://pogoda.mail.ru/prognoz/echmiadzin/august-2023/","echmiadzin-august-2023.html"
"vanadzor","august-2023","https://pogoda.mail.ru/prognoz/vanadzor/august-2023/","vanadzor-august-2023.html"
"gavar","august-2023","https://pogoda.mail.ru/prognoz/gavar/august-2023/","gavar-august-2023.html"
"goris","august-2023","https://pogoda.mail.ru/prognoz/goris/august-2023/","goris-august-2023.html"
"gyumri","august-2023","https://pogoda.mail.ru/prognoz/gyumri/august-2023/","gyumri-august-2023.html"
"djermuk","august-2023","https://pogoda.mail.ru/prognoz/djermuk/august-2023/","djermuk-august-2023.html"
"dilizhan","august-2023","https://pogoda.mail.ru/prognoz/dilizhan/august-2023/","dilizhan-august-2023.html"
"erevan","august-2023","https://pogoda.mail.ru/prognoz/erevan/august-2023/","erevan-august-2023.html"
"ehegnadzor","august-2023","https://pogoda.mail.ru/prognoz/ehegnadzor/august-2023/","ehegnadzor-august-2023.html"
"idjevan","august-2023","https://pogoda.mail.ru/prognoz/idjevan/august-2023/","idjevan-august-2023.html"
"kapan","august-2023","https://pogoda.mail.ru/prognoz/kapan/august-2023/","kapan-august-2023.html"
"martuni","august-2023","https://pogoda.mail.ru/prognoz/martuni/august-2023/","martuni-august-2023.html"
"megri","august-2023","https://pogoda.mail.ru/prognoz/megri/august-2023/","megri-august-2023.html"
"hrazdan","august-2023","https://pogoda.mail.ru/prognoz/hrazdan/august-2023/","hrazdan-august-2023.html"
"sevan","august-2023","https://pogoda.mail.ru/prognoz/sevan/august-2023/","sevan-august-2023.html"
"spitak","august-2023","https://pogoda.mail.ru/prognoz/spitak/august-2023/","spitak-august-2023.html"
"stepanovan","august-2023","https://pogoda.mail.ru/prognoz/stepanovan/august-2023/","stepanovan-august-2023.html"
"tashir","august-2023","https://pogoda.mail.ru/prognoz/tashir/august-2023/","tashir-august-2023.html"
"tsahkadzor","august-2023","https://pogoda.mail.ru/prognoz/tsahkadzor/august-2023/","tsahkadzor-august-2023.html"
"abovyan","august-2022","https://pogoda.mail.ru/prognoz/abovyan/august-2022/","abovyan-august-2022.html"
"alaverdi","august-2022","https://pogoda.mail.ru/prognoz/alaverdi/august-2022/","alaverdi-august-2022.html"
"aparan","august-2022","https://pogoda.mail.ru/prognoz/aparan/august-2022/","aparan-august-2022.html"
"ararat","august-2022","https://pogoda.mail.ru/prognoz/ararat/august-2022/","ararat-august-2022.html"
"armawir","august-2022","https://pogoda.mail.ru/prognoz/armawir/august-2022/","armawir-august-2022.html"
"artashat","august-2022","https://pogoda.mail.ru/prognoz/artashat/august-2022/","artashat-august-2022.html"
"artik","august-2022","https://pogoda.mail.ru/prognoz/artik/august-2022/","artik-august-2022.html"
"astkhadzor","august-2022","https://pogoda.mail.ru/prognoz/astkhadzor/august-2022/","astkhadzor-august-2022.html"
"ashtarak","august-2022","https://pogoda.mail.ru/prognoz/ashtarak/august-2022/","ashtarak-august-2022.html"
"echmiadzin","august-2022","https://pogoda.mail.ru/prognoz/echmiadzin/august-2022/","echmiadzin-august-2022.html"
"vanadzor","august-2022","https://pogoda.mail.ru/prognoz/vanadzor/august-2022/","vanadzor-august-2022.html"
"gavar","august-2022","https://pogoda.mail.ru/prognoz/gavar/august-2022/","gavar-august-2022.html"
"goris","august-2022","https://pogoda.mail.ru/prognoz/goris/august-2022/","goris-august-2022.html"
"gyumri","august-2022","https://pogoda.mail.ru/prognoz/gyumri/august-2022/","gyumri-august-2022.html"
"djermuk","august-2022","https://pogoda.mail.ru/prognoz/djermuk/august-2022/","djermuk-august-2022.html"
"dilizhan","august-2022","https://pogoda.mail.ru/prognoz/dilizhan/august-2022/","dilizhan-august-2022.html"
"erevan","august-2022","https://pogoda.mail.ru/prognoz/erevan/august-2022/","erevan-august-2022.html"
"ehegnadzor","august-2022","https://pogoda.mail.ru/prognoz/ehegnadzor/august-2022/","ehegnadzor-august-2022.html"
"idjevan","august-2022","https://pogoda.mail.ru/prognoz/idjevan/august-2022/","idjevan-august-2022.html"
"kapan","august-2022","https://pogoda.mail.ru/prognoz/kapan/august-2022/","kapan-august-2022.html"
"martuni","august-2022","https://pogoda.mail.ru/prognoz/martuni/august-2022/","martuni-august-2022.html"
"megri","august-2022","https://pogoda.mail.ru/prognoz/megri/august-2022/","megri-august-2022.html"
"hrazdan","august-2022","https://pogoda.mail.ru/prognoz/hrazdan/august-2022/","hrazdan-august-2022.html"
"sevan","august-2022","https://pogoda.mail.ru/prognoz/sevan/august-2022/","sevan-august-2022.html"
"spitak","august-2022","https://pogoda.mail.ru/prognoz/spitak/august-2022/","spitak-august-2022.html"
"stepanovan","august-2022","https://pogoda.mail.ru/prognoz/stepanovan/august-2022/","stepanovan-august-2022.html"
"tashir","august-2022","https://pogoda.mail.ru/prognoz/tashir/august-2022/","tashir-august-2022.html"
"tsahkadzor","august-2022","https://pogoda.mail.ru/prognoz/tsahkadzor/august-2022/","tsahkadzor-august-2022.html"
"abovyan","august-2021","https://pogoda.mail.ru/prognoz/abovyan/august-2021/","abovyan-august-2021.html"
"alaverdi","august-2021","https://pogoda.mail.ru/prognoz/alaverdi/august-2021/","alaverdi-august-2021.html"
"aparan","august-2021","https://pogoda.mail.ru/prognoz/aparan/august-2021/","aparan-august-2021.html"
"ararat","august-2021","https://pogoda.mail.ru/prognoz/ararat/august-2021/","ararat-august-2021.html"
"armawir","august-2021","https://pogoda.mail.ru/prognoz/armawir/august-2021/","armawir-august-2021.html"
"artashat","august-2021","https://pogoda.mail.ru/prognoz/artashat/august-2021/","artashat-august-2021.html"
"artik","august-2021","https://pogoda.mail.ru/prognoz/artik/august-2021/","artik-august-2021.html"
"astkhadzor","august-2021","https://pogoda.mail.ru/prognoz/astkhadzor/august-2021/","astkhadzor-august-2021.html"
"ashtarak","august-2021","https://pogoda.mail.ru/prognoz/ashtarak/august-2021/","ashtarak-august-2021.html"
"echmiadzin","august-2021","https://pogoda.mail.ru/prognoz/echmiadzin/august-2021/","echmiadzin-august-2021.html"
"vanadzor","august-2021","https://pogoda.mail.ru/prognoz/vanadzor/august-2021/","vanadzor-august-2021.html"
"gavar","august-2021","https://pogoda.mail.ru/prognoz/gavar/august-2021/","gavar-august-2021.html"
"goris","august-2021","https://pogoda.mail.ru/prognoz/goris/august-2021/","goris-august-2021.html"
"gyumri","august-2021","https://pogoda.mail.ru/prognoz/gyumri/august-2021/","gyumri-august-2021.html"
"djermuk","august-2021","https://pogoda.mail.ru/prognoz/djermuk/august-2021/","djermuk-august-2021.html"
"dilizhan","august-2021","https://pogoda.mail.ru/prognoz/dilizhan/august-2021/","dilizhan-august-2021.html"
"erevan","august-2021","https://pogoda.mail.ru/prognoz/erevan/august-2021/","erevan-august-2021.html"
"ehegnadzor","august-2021","https://pogoda.mail.ru/prognoz/ehegnadzor/august-2021/","ehegnadzor-august-2021.html"
"idjevan","august-2021","https://pogoda.mail.ru/prognoz/idjevan/august-2021/","idjevan-august-2021.html"
"kapan","august-2021","https://pogoda.mail.ru/prognoz/kapan/august-2021/","kapan-august-2021.html"
"martuni","august-2021","https://pogoda.mail.ru/prognoz/martuni/august-2021/","martuni-august-2021.html"
"megri","august-2021","https://pogoda.mail.ru/prognoz/megri/august-2021/","megri-august-2021.html"
"hrazdan","august-2021","https://pogoda.mail.ru/prognoz/hrazdan/august-2021/","hrazdan-august-2021.html"
"sevan","august-2021","https://pogoda.mail.ru/prognoz/sevan/august-2021/","sevan-august-2021.html"
"spitak","august-2021","https://pogoda.mail.ru/prognoz/spitak/august-2021/","spitak-august-2021.html"
"stepanovan","august-2021","https://pogoda.mail.ru/prognoz/stepanovan/august-2021/","stepanovan-august-2021.html"
"tashir","august-2021","https://pogoda.mail.ru/prognoz/tashir/august-2021/","tashir-august-2021.html"
"tsahkadzor","august-2021","https://pogoda.mail.ru/prognoz/tsahkadzor/august-2021/","tsahkadzor-august-2021.html"
